,Sample_ID,Date.x,Region,Site,Genus,Treatment,Symbiont_ITS,Symbiont_speciesID,psba_sequence,Coral_speciesID,Holobiont_ID,Holobiont_ID2,Holobiont_ID_Region,Whole.colony.tag,Ethanol.x,Field.notes,DGGE.profile.notes,comments.psba,Fraction,Fraction.detail,Fraction.detail_c,Fraction.detail_b,Time,Time2,Lab_ID,d15N,d13C,Weight_mg,Kim_C.percent,Kim_N.percent,Weight_mg.1,C_percent.weight,C_percent.weight.num,C_mg,N_percent.weight,N_percent.weight.num,N_mg,CN_molar,Mycrosporine.glycine,Palythine,Asterina,Shinorine,Nubbin,Nubbin_ID,Protein_cm2,Dino.density,Chla_cell,Chla_cm2,Pocilloporin,Date.y,Colony.tag,Ethanol.y,Field_notes,Plank.Day.Night,Fraction_Plank,Big.delta.15N,Big.delta.13C,N_ug,C_ug,Volume_L
405,,NA,Lizard,Turtle South,Pocillopora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA030,1.35383407,0.607122173,5.236324,3.179088407,11.49777163,,,,,,,NA,NA,NA,NA,NA
406,,NA,Lizard,Turtle South,Pocillopora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA031,1.056459474,0.513841908,5.9315125,3.047859698,17.45161425,,,,,,,NA,NA,NA,NA,NA
407,,NA,Lizard,Granite Bluff,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA049,0.806177251,0.253376943,7.571373494,1.918411471,29.30435152,,,,,,,NA,NA,NA,NA,NA
408,,NA,Lizard,Granite Bluff,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA050,1.007397357,0.320135136,7.211277778,2.308583394,32.09322855,,,,,,,NA,NA,NA,NA,NA
409,,NA,Lizard,Granite Bluff,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA051,1.765577466,0.608273532,5.229177227,3.180770102,16.07303376,,,,,,,NA,NA,NA,NA,NA
410,,NA,Lizard,Big Vicki's,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA068,1.462720315,0.475133961,5.183936508,2.463064285,14.38820292,,,,,,,NA,NA,NA,NA,NA
411,,NA,Lizard,Big Vicki's,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA072,0.788435553,0.338286024,6.23581982,2.10949069,29.4080451,,,,,,,NA,NA,NA,NA,NA
412,,NA,Lizard,Turtle South,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA081,1.7396927,0.627773317,4.993899791,3.135037036,16.78081325,,,,,,,NA,NA,NA,NA,NA
413,,NA,Lizard,Turtle South,Stylophora,Adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Adult",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LA087,0.922487201,0.423473328,6.184562724,2.61899736,43.97022999,,,,,,,NA,NA,NA,NA,NA
414,,NA,Lizard,Granite Bluff,Pocillopora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ008,1.101927658,0.543347053,5.188263514,2.819027692,9.677638059,,,,,,,NA,NA,NA,NA,NA
415,,NA,Lizard,Big Vicki's,Pocillopora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ016,1.126516436,0.5176089,4.145426768,2.14570979,9.856934456,,,,,,,NA,NA,NA,NA,NA
416,,NA,Lizard,Turtle South,Pocillopora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ031,0.963267131,0.389443101,8.545457317,3.327969394,13.6361689,,,,,,,NA,NA,NA,NA,NA
417,,NA,Lizard,Turtle South,Pocillopora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Pocillopora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ032,1.196270468,0.514557998,8.231384167,4.235524554,12.36406761,,,,,,,NA,NA,NA,NA,NA
418,,NA,Lizard,Granite Bluff,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ049,0.996904377,0.382071927,7.169767857,2.739367021,21.91375222,,,,,,,NA,NA,NA,NA,NA
419,,NA,Lizard,Granite Bluff,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ051,1.338674812,0.559485384,3.991151826,2.23299111,18.46880015,,,,,,,NA,NA,NA,NA,NA
420,,NA,Lizard,Granite Bluff,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ054,0.981027879,NA,NA,2.57924364,14.33506601,,,,,,,NA,NA,NA,NA,NA
421,,NA,Lizard,Granite Bluff,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ055,0.985339288,0.360046478,7.016378431,2.526222341,20.40252264,,,,,,,NA,NA,NA,NA,NA
422,,NA,Lizard,Big Vicki's,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ067,0.939984825,0.448584182,5.524328605,2.47812643,30.70436476,,,,,,,NA,NA,NA,NA,NA
423,,NA,Lizard,Big Vicki's,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ071,1.435140742,0.469896068,5.920364066,2.781955796,21.50197804,,,,,,,NA,NA,NA,NA,NA
424,,NA,Lizard,Turtle South,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ083,1.361675269,0.594092791,4.490345566,2.667681929,26.39143699,,,,,,,NA,NA,NA,NA,NA
425,,NA,Lizard,Turtle South,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ085,1.080322295,0.219500003,8.005563492,1.757221207,25.35070524,,,,,,,NA,NA,NA,NA,NA
426,,NA,Lizard,Turtle South,Stylophora,Juvenile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Host,Host,"Stylophora, Juvenile",,During,During/After,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,original,LJ087,0.880918033,0.44904285,5.426695513,2.436818817,20.84791686,,,,,,,NA,NA,NA,NA,NA
427,HP001,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6232,6.4,-20.5,2.87,26.77,6.11,2.87,0.268,26.8,0.768,0.061,6.1,0.175,5.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
428,HP002,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,5929,4.5,-21.2,5.029,15.8,3.44,5.029,0.158,15.8,0.795,0.034,3.4,0.173,5.4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
429,HP003,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,5943,5.2,-21.1,4.948,25.76,4.56,4.948,0.258,25.8,1.275,0.046,4.6,0.226,6.6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
430,HP004,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6121,1.5,-19.5,4.977,28.23,6.35,4.977,0.282,28.2,1.405,0.064,6.4,0.316,5.2,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
431,HP005,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6227,0.6,-19.4,2.74,38.41,9.12,2.74,0.384,38.4,1.053,0.091,9.1,0.25,4.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
432,HP006,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,6234,0.6,-19.4,2.75,32.31,7.01,2.75,0.323,32.3,0.888,0.07,7,0.193,5.4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
433,HP007,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6146,5.6,-20.4,4.979,29.42,7.1,4.979,0.294,29.4,1.465,0.071,7.1,0.354,4.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
434,HP008,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6206,4.8,-20.7,4.972,18.7,4.08,4.972,0.187,18.7,0.93,0.041,4.1,0.203,5.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
435,HP009,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,6233,5.2,-20.7,2.5,23.28,4.46,2.5,0.233,23.3,0.582,0.045,4.5,0.111,6.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
436,HP011,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6132,6.2,-20.6,4.999,21.12,5.24,4.999,0.211,21.1,1.056,0.052,5.2,0.262,4.7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
437,HP012,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,5939,4.4,-20.9,4.986,18.85,4.56,4.986,0.189,18.9,0.94,0.046,4.6,0.227,4.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
438,HP013,NA,Heron,Harry's Bommie,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,6147,5.4,NA,5.002,26.84,5.61,5.002,0.268,26.8,1.343,0.056,5.6,0.281,5.6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
439,HP014,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,,4.3,-21.2,1.48,21.03,4.84,1.48,0.21,21,0.311,0.048,4.8,0.072,5.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
440,HP015,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6135,3.7,-21,4.965,23.58,5.2,4.965,0.236,23.6,1.171,0.052,5.2,0.258,5.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
441,HP016,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,5940,3,-18.8,4.982,17.65,3.32,4.982,0.177,17.7,0.88,0.033,3.3,0.165,6.2,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
442,HP017,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6221,4.9,-21.4,4.986,15.12,3.25,4.986,0.151,15.1,0.754,0.033,3.3,0.162,5.4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
443,HP018,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,5934,3.5,-21.2,5.045,11.99,2.55,5.045,0.12,12,0.605,0.026,2.6,0.129,5.5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
444,HP019,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,6123,4.8,-17.1,5.005,15.49,2.33,5.005,0.155,15.5,0.775,0.023,2.3,0.116,7.8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
445,HP020,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,,6.5,-20.3,NA,20.54,5.1,NA,0.205,20.5,NA,0.051,5.1,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
446,HP021,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,,5.5,-21.4,NA,14.6,3.22,NA,0.146,14.6,NA,0.032,3.2,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
447,HP022,NA,Heron,Coral Canyons,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,,5,-14.1,NA,12.73,1.41,NA,0.127,12.7,NA,0.014,1.4,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
448,HP023,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6222,7.1,-20.2,4.993,12.95,3.19,4.993,0.129,12.9,0.647,0.032,3.2,0.159,4.7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
449,HP024,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6241,5.6,-20.8,3.14,12.97,2.84,3.14,0.13,13,0.407,0.028,2.8,0.089,5.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
450,HP025,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,5946,5.4,-15,5.061,14.36,2.06,5.061,0.144,14.4,0.727,0.021,2.1,0.104,8.1,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
451,HP026,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6120,6.7,-20.3,5.004,26.65,6.65,5.004,0.266,26.6,1.333,0.066,6.6,0.333,4.7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
452,HP027,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,5947,5.5,-21,5.046,21.17,4.69,5.046,0.212,21.2,1.068,0.047,4.7,0.237,5.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
453,HP028,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,,5,NA,NA,14.68,1.41,NA,0.147,14.7,NA,0.014,1.4,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
454,HP029,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,,6.2,-19.8,NA,25.83,6.57,NA,0.258,25.8,NA,0.066,6.6,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
455,HP030,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6122,0.2,-18.4,5.036,32.23,7.63,5.036,0.322,32.2,1.623,0.076,7.6,0.384,4.9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
456,HP031,NA,Heron,Pam's Point,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,5941,-0.1,-16.5,4.976,25.13,5.12,4.976,0.251,25.1,1.251,0.051,5.1,0.255,5.7,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
457,LP001,NA,Lizard,Granite Bluff,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,,5.6,-18.8,NA,26.46,7.24,NA,0.265,26.5,NA,0.072,7.2,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
458,LP002,NA,Lizard,Granite Bluff,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6210,5.6,-19.9,5.041,21.04,4.65,5.041,0.21,21,1.061,0.047,4.7,0.235,5.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
459,LP003,NA,Lizard,Granite Bluff,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6144,5.6,-19.8,5.035,34.01,9.81,5.035,0.34,34,1.712,0.098,9.8,0.494,4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
460,LP004,NA,Lizard,NA,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6127,4.2,-18.2,4.927,14.69,2.33,4.927,0.147,14.7,0.724,0.023,2.3,0.115,7.3,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
461,LP005,NA,Lizard,NA,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,6207,2.5,-15.5,4.997,21.12,3.86,4.997,0.211,21.1,1.055,0.039,3.9,0.193,6.4,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
462,LP007,NA,Lizard,Big Vicki's,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6119,6,-20.1,4.99,32.25,8.43,4.99,0.323,32.3,1.609,0.084,8.4,0.421,4.5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
463,LP008,NA,Lizard,Big Vicki's,,Other,NA,NA,NA,NA,"Plankton, 153-300 um","Plankton, 153-300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 153-300 um","Plankton, 153-300 um","Plankton, 153-300 um",Before,Before,,4.7,-19.6,NA,13.45,3.05,NA,0.134,13.4,NA,0.031,3.1,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,153-300,NA,NA,NA,NA,NA
464,LP009,NA,Lizard,Big Vicki's,,Other,NA,NA,NA,NA,"Plankton, 65-153 um","Plankton, 65-153 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, 65-153 um","Plankton, 65-153 um","Plankton, 65-153 um",Before,Before,6205,5,-20.2,5.015,11.44,2.05,5.015,0.114,11.4,0.574,0.02,2,0.103,6.5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,65-153,NA,NA,NA,NA,NA
465,LP010,NA,Lizard,NA,,Other,NA,NA,NA,NA,"Plankton, >300 um","Plankton, >300 um",NA,NA,NA,NA,NA,NA,Plankton,"Plankton, >300 um","Plankton, >300 um","Plankton, >300 um",Before,Before,6237,5.8,-19.2,3.33,21.13,4.94,3.33,0.211,21.1,0.703,0.049,4.9,0.164,5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,,,,Day,>300,NA,NA,NA,NA,NA
